"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-07","30","36","23"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-08","23","28","17"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-09","30","33","25"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-10","35","39","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-11","35","43","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-12","37","39","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-13","36","40","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-14",,"36","28"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-15","32","34","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-16","26","33","19"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-17","28","33","20"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-18","24","29","18"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-19","20","29","12"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-20",,"29","13"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-21","22","26","18"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-22","19","22","15"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-23","19","28","11"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-24","22","26","12"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-25","29","30","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-26","31","33","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-27","28","32","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-02-28","31","34","24"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-01","38","40","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-02","38","40","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-03","36","38","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-04","36","39","35"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-05","28","35","24"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-06","29","38","14"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-07","35","40","22"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-08","29","42","15"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-09","31","42","19"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-10","34","42","28"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-11","35","36","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-12","36","40","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-13","35","38","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-14","35","36","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-15","38","40","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-16","39","46","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-17","39","46","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-18","35","40","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-19","33","36","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-20","33","33","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-21","34","35","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-22","33","36","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-23","36","43","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-24","40","47","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-25","44","54","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-26","44","56","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-27","46","53","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-28","42","48","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-29","35","43","28"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-30","36","48","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-03-31","42","52","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-01","41","53","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-02","38","45","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-03","45","54","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-04","48","55","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-05","43","51","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-06","42","48","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-07","47","55","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-08","41","49","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-09","33","39","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-10","39","43","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-11","38","41","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-12","33","42","25"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-13","33","41","25"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-14","38","48","28"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-15","42","52","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-16","44","54","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-17","45","50","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-18","46","51","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-19","44","50","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-20","41","50","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-21","43","53","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-22","46","58","35"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-23","46","56","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-24","50","54","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-25","53","59","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-26","45","53","35"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-27","45","57","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-28","44","55","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-29","39","48","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-04-30","41","49","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-01","47","52","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-02","44","50","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-03","41","46","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-04","42","51","35"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-05","44","54","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-06","46","55","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-07","45","60","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-08","48","53","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-09","50","56","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-10","47","51","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-11","46","54","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-12","52","64","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-13","51","61","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-14","49","58","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-15","58","64","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-16","62","68","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-17","58","72","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-18","53","69","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-19","44","52","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-20","44","48","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-21","47","52","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-22",,"56","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-23","48","54","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-24","52","60","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-25","52","61","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-26","59","67","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-27","67","78","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-28","60","73","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-29","60","65","48"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-30","65","70","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-05-31","65","76","48"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-01","67","78","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-02","65","79","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-03","72","82","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-04","71","82","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-05","79","85","59"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-06","58","78","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-07","56","65","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-08","57","69","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-09","44","55","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-10","47","56","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-11",,"65","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-12","56","63","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-13","45","52","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-14","44","48","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-15","51","60","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-16","51","63","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-17","53","63","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-18","56","65","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-19","64","71","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-20","64","70","48"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-21","54","62","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-22","53","63","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-23","56","67","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-24","57","68","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-25","62","71","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-26","65","71","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-27","58","61","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-28","56","64","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-29","51","54","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-06-30","51","54","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-01","54","57","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-02","56","63","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-03","59","63","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-04","59","66","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-05","60","67","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-06","56","67","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-07","58","69","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-08","61","73","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-09","65","75","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-10","74","79","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-11","74","81","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-12","72","82","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-13","67","80","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-14","67","78","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-15","69","81","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-16","74","86","62"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-17","67","76","59"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-18","67","74","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-19","67","76","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-20","69","83","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-21","66","78","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-22","62","72","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-23","67","78","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-24","74","80","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-25","74","78","58"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-26","62","74","57"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-27","61","72","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-28","66","79","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-29","68","79","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-30","71","84","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-07-31","79","85","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-01","80","87","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-02","74","86","58"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-03","74","89","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-04","75","88","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-05","76","91","62"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-06","76","89","60"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-07","80","89","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-08","76","87","61"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-09","67","73","63"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-10","63","70","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-11","62","71","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-12","66","77","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-13","64","73","56"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-14","60","64","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-15","63","65","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-16","62","71","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-17","59","67","53"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-18","58","65","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-19","59","66","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-20","53","60","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-21","58","62","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-22","61","68","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-23","55","64","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-24","55","63","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-25","55","63","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-26","58","63","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-27","57","61","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-28","60","64","48"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-29","58","64","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-30","60","69","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-08-31","59","70","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-01","56","62","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-02","54","63","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-03","54","60","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-04","54","57","48"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-05","52","56","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-06","45","50","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-07","46","54","38"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-08","55","60","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-09","55","63","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-10","54","65","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-11","60","66","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-12","55","60","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-13","55","63","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-14","55","63","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-15","58","67","52"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-16","59","67","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-17","56","68","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-18","61","66","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-19","65","71","54"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-20","64","71","55"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-21","65","67","61"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-22","53","65","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-23","47","56","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-24","47","60","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-25","57","65","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-26","55","60","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-27","54","61","51"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-28","51","64","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-29","52","61","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-09-30","51","56","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-01","55","63","50"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-02","56","62","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-03","55","61","49"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-04","50","57","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-05","51","57","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-06","51","57","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-07","48","52","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-08","47","48","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-09","49","50","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-10","42","47","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-11","42","45","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-12","42","45","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-13","47","49","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-14","47","49","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-15","45","47","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-16",,"43","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-17","40","42","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-18","38","44","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-19","39","45","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-20","48","53","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-21","47","53","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-22","45","50","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-23","51","52","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-24","48","51","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-25","44","51","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-26","44","48","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-27","45","54","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-28","44","51","37"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-29","41","49","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-30","47","51","39"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-10-31","47","48","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-01","45","47","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-02","50","54","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-03","45","50","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-04","40","45","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-05","28","34","24"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-06","31","38","21"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-07","33","40","22"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-08","35","39","24"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-09","45","53","35"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-10","50","51","46"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-11","49","52","47"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-12","48","53","44"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-13","46","47","45"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-14","38","45","35"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-15","37","43","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-16","39","42","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-17","37","40","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-18","33","36","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-19","40","43","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-20","41","44","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-21","35","38","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-22","43","44","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-23","46","49","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-24","46","52","40"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-25","41","46","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-26","43","44","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-27","42","43","41"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-28","40","41","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-29","35","41","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-11-30","33","37","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-01","40","43","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-02","38","39","35"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-03","31","36","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-04","28","29","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-05","34","36","28"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-06","39","42","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-07","29","38","25"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-08","26","31","17"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-09","35","37","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-10","37","39","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-11","35","39","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-12","30","34","28"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-13","15","28","11"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-14","28","30","13"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-15","34","38","30"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-16","36","39","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-17","27","35","23"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-18","25","28","23"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-19","34","36","25"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-20","35","36","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-21","37","38","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-22","37","40","35"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-23","34","36","32"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-24","33","35","29"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-25","36","38","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-26","43","45","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-27","36","42","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-28","34","38","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-29","29","32","26"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-30","29","35","20"
"SW000008525","LINKOEPING MALMSLAETT, SW","1982-12-31","39","40","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-01","39","40","35"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-02","38","40","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-03","33","36","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-04","39","41","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-05","36","40","31"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-06","46","52","34"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-07","39","50","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-08","38","40","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-09","40","43","33"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-10","39","42","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-11","44","48","36"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-12","45","46","43"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-13","43","45","42"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-14","33","42","23"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-15","31","33","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-16","27","33","18"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-17","28","32","19"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-18","32","38","27"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-19","20","31","17"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-20","25","34","17"
"SW000008525","LINKOEPING MALMSLAETT, SW","1983-01-21","41","44","34"
